2018-10-02T20:27:59.657,2018-10-02T20:27:59.962,0.305,0.305,-0.115  -0.130
2018-10-02T20:28:00.702,2018-10-02T20:28:00.972,0.27,0.27,-0.115  -0.130
2018-10-02T20:28:01.772,2018-10-02T20:28:02.123,0.351,0.351,-0.115  -0.130
2018-10-02T20:28:02.795,2018-10-02T20:28:05.489,2.694,2.694,-0.115  -0.130
2018-10-02T20:28:03.825,2018-10-02T20:28:05.550,1.725,1.725,-0.115  -0.130
2018-10-02T20:28:04.862,2018-10-02T20:28:05.619,0.757,0.757,-0.115  -0.130
2018-10-02T20:28:05.906,2018-10-02T20:28:06.048,0.142,0.142,-0.115  -0.130
2018-10-02T20:28:06.934,2018-10-02T20:28:07.110,0.176,0.176,-0.115  -0.130
2018-10-02T20:28:07.991,2018-10-02T20:28:08.144,0.153,0.153,-0.115  -0.130
2018-10-02T20:28:09.031,2018-10-02T20:28:09.167,0.136,0.136,-0.115  -0.130
2018-10-02T20:28:10.058,2018-10-02T20:28:10.262,0.204,0.204,-0.115  -0.130
2018-10-02T20:28:11.095,2018-10-02T20:28:11.606,0.511,0.511,-0.115  -0.130
2018-10-02T20:28:12.118,2018-10-02T20:28:12.267,0.149,0.149,-0.115  -0.130
2018-10-02T20:28:13.156,2018-10-02T20:28:13.287,0.131,0.131,-0.115  -0.130
2018-10-02T20:28:14.195,2018-10-02T20:28:14.381,0.186,0.186,-0.115  -0.130
2018-10-02T20:28:15.234,2018-10-02T20:28:15.364,0.13,0.13,-0.115  -0.130
2018-10-02T20:28:16.265,2018-10-02T20:28:16.422,0.157,0.157,-0.115  -0.130
2018-10-02T20:28:17.302,2018-10-02T20:28:17.435,0.133,0.133,-0.115  -0.130
2018-10-02T20:28:18.332,2018-10-02T20:28:18.477,0.145,0.145,-0.115  -0.130
2018-10-02T20:28:19.356,2018-10-02T20:28:19.772,0.416,0.416,-0.115  -0.130
2018-10-02T20:28:20.381,2018-10-02T20:28:20.640,0.259,0.259,-0.115  -0.130
2018-10-02T20:28:21.416,2018-10-02T20:28:21.519,0.103,0.103,-0.115  -0.130
2018-10-02T20:28:22.440,2018-10-02T20:28:22.615,0.175,0.175,-0.115  -0.130
2018-10-02T20:28:23.480,2018-10-02T20:28:23.597,0.117,0.117,-0.115  -0.130
2018-10-02T20:28:24.516,2018-10-02T20:28:24.731,0.215,0.215,-0.115  -0.130
2018-10-02T20:28:25.587,2018-10-02T20:28:26.528,0.941,0.941,-0.115  -0.130
2018-10-02T20:28:26.613,2018-10-02T20:28:26.760,0.147,0.147,-0.115  -0.130
2018-10-02T20:28:27.657,2018-10-02T20:28:27.823,0.166,0.166,-0.115  -0.130
2018-10-02T20:28:28.692,2018-10-02T20:28:29.060,0.368,0.368,-0.115  -0.130
2018-10-02T20:28:29.722,2018-10-02T20:28:29.849,0.127,0.127,-0.115  -0.130
2018-10-02T20:28:30.744,2018-10-02T20:28:30.911,0.167,0.167,-0.115  -0.130
2018-10-02T20:28:31.767,2018-10-02T20:28:31.913,0.146,0.146,-0.115  -0.130
2018-10-02T20:28:32.802,2018-10-02T20:28:32.956,0.154,0.154,-0.115  -0.130
2018-10-02T20:28:33.828,2018-10-02T20:28:33.989,0.161,0.161,-0.115  -0.130
2018-10-02T20:28:34.860,2018-10-02T20:28:35.059,0.199,0.199,-0.115  -0.130
2018-10-02T20:28:35.898,2018-10-02T20:28:36.014,0.116,0.116,-0.115  -0.130
2018-10-02T20:28:36.927,2018-10-02T20:28:37.040,0.113,0.113,-0.115  -0.130
2018-10-02T20:28:37.954,2018-10-02T20:28:38.098,0.144,0.144,-0.115  -0.130
2018-10-02T20:28:38.978,2018-10-02T20:28:39.119,0.141,0.141,-0.115  -0.130
2018-10-02T20:28:40.003,2018-10-02T20:28:40.124,0.121,0.121,-0.115  -0.130
2018-10-02T20:28:41.030,2018-10-02T20:28:41.172,0.142,0.142,-0.115  -0.130
2018-10-02T20:28:42.053,2018-10-02T20:28:42.202,0.149,0.149,-0.115  -0.130
2018-10-02T20:28:43.080,2018-10-02T20:28:43.207,0.127,0.127,-0.115  -0.130
2018-10-02T20:28:44.104,2018-10-02T20:28:44.761,0.657,0.657,-0.115  -0.130
2018-10-02T20:28:45.134,2018-10-02T20:28:45.283,0.149,0.149,-0.115  -0.130
2018-10-02T20:28:46.160,2018-10-02T20:28:46.316,0.156,0.156,-0.115  -0.130
2018-10-02T20:28:47.185,2018-10-02T20:28:47.358,0.173,0.173,-0.115  -0.130
2018-10-02T20:28:48.211,2018-10-02T20:28:48.358,0.147,0.147,-0.115  -0.130
2018-10-02T20:28:49.248,2018-10-02T20:28:49.434,0.186,0.186,-0.115  -0.130
2018-10-02T20:28:50.292,2018-10-02T20:28:50.436,0.144,0.144,-0.115  -0.130
2018-10-02T20:28:51.314,2018-10-02T20:28:51.460,0.146,0.146,-0.115  -0.130
2018-10-02T20:28:52.341,2018-10-02T20:28:52.943,0.602,0.602,-0.115  -0.130
2018-10-02T20:28:53.372,2018-10-02T20:28:53.531,0.159,0.159,-0.115  -0.130
2018-10-02T20:28:54.398,2018-10-02T20:28:54.552,0.154,0.154,-0.115  -0.130
2018-10-02T20:28:55.430,2018-10-02T20:28:55.584,0.154,0.154,-0.115  -0.130
2018-10-02T20:28:56.455,2018-10-02T20:28:56.584,0.129,0.129,-0.115  -0.130
2018-10-02T20:28:57.481,2018-10-02T20:28:57.648,0.167,0.167,-0.115  -0.130
2018-10-02T20:28:58.513,2018-10-02T20:28:58.667,0.154,0.154,-0.115  -0.130
