2018-10-04T09:14:50.514,2018-10-04T09:14:50.837,0.323,0.323,-0.113  -0.099
2018-10-04T09:14:51.533,2018-10-04T09:14:51.791,0.258,0.258,-0.113  -0.099
2018-10-04T09:14:52.556,2018-10-04T09:14:52.750,0.194,0.194,-0.113  -0.099
2018-10-04T09:14:53.574,2018-10-04T09:14:53.709,0.135,0.135,-0.113  -0.099
2018-10-04T09:14:54.595,2018-10-04T09:14:54.654,0.059,0.059,-0.113  -0.099
2018-10-04T09:14:55.614,2018-10-04T09:14:55.619,0.005,0.005,-0.113  -0.099
2018-10-04T09:14:56.635,2018-10-04T09:14:56.903,0.268,0.268,-0.113  -0.099
2018-10-04T09:14:57.656,2018-10-04T09:14:57.865,0.209,0.209,-0.113  -0.099
2018-10-04T09:14:58.682,2018-10-04T09:14:58.827,0.145,0.145,-0.113  -0.099
2018-10-04T09:14:59.702,2018-10-04T09:14:59.782,0.08,0.08,-0.113  -0.099
2018-10-04T09:15:00.736,2018-10-04T09:15:00.740,0.004,0.004,-0.113  -0.099
2018-10-04T09:15:01.753,2018-10-04T09:15:02.018,0.265,0.265,-0.113  -0.099
2018-10-04T09:15:02.897,2018-10-04T09:15:02.974,0.077,0.077,-0.113  -0.099
2018-10-04T09:15:03.915,2018-10-04T09:15:03.940,0.025,0.025,-0.113  -0.099
2018-10-04T09:15:04.938,2018-10-04T09:15:05.236,0.298,0.298,-0.113  -0.099
2018-10-04T09:15:05.957,2018-10-04T09:15:06.184,0.227,0.227,-0.113  -0.099
2018-10-04T09:15:06.975,2018-10-04T09:15:07.143,0.168,0.168,-0.113  -0.099
2018-10-04T09:15:07.994,2018-10-04T09:15:08.429,0.435,0.435,-0.113  -0.099
2018-10-04T09:15:09.016,2018-10-04T09:15:09.059,0.043,0.043,-0.113  -0.099
2018-10-04T09:15:10.034,2018-10-04T09:15:10.032,-0.002,-0.002,-0.113  -0.099
2018-10-04T09:15:11.054,2018-10-04T09:15:11.314,0.26,0.26,-0.113  -0.099
2018-10-04T09:15:12.076,2018-10-04T09:15:12.263,0.187,0.187,-0.113  -0.099
2018-10-04T09:15:13.097,2018-10-04T09:15:13.218,0.121,0.121,-0.113  -0.099
2018-10-04T09:15:14.115,2018-10-04T09:15:14.101,-0.014,-0.014,-0.113  -0.099
2018-10-04T09:15:15.136,2018-10-04T09:15:15.157,0.021,0.021,-0.113  -0.099
2018-10-04T09:15:16.152,2018-10-04T09:15:16.187,0.035,0.035,-0.113  -0.099
2018-10-04T09:15:17.174,2018-10-04T09:15:17.378,0.204,0.204,-0.113  -0.099
2018-10-04T09:15:18.193,2018-10-04T09:15:18.347,0.154,0.154,-0.113  -0.099
2018-10-04T09:15:19.213,2018-10-04T09:15:19.301,0.088,0.088,-0.113  -0.099
2018-10-04T09:15:20.233,2018-10-04T09:15:20.261,0.028,0.028,-0.113  -0.099
2018-10-04T09:15:21.254,2018-10-04T09:15:21.543,0.289,0.289,-0.113  -0.099
2018-10-04T09:15:22.270,2018-10-04T09:15:22.513,0.243,0.243,-0.113  -0.099
2018-10-04T09:15:23.289,2018-10-04T09:15:23.466,0.177,0.177,-0.113  -0.099
2018-10-04T09:15:24.309,2018-10-04T09:15:24.415,0.106,0.106,-0.113  -0.099
2018-10-04T09:15:25.332,2018-10-04T09:15:25.386,0.054,0.054,-0.113  -0.099
2018-10-04T09:15:26.350,2018-10-04T09:15:26.664,0.314,0.314,-0.113  -0.099
2018-10-04T09:15:27.370,2018-10-04T09:15:27.625,0.255,0.255,-0.113  -0.099
2018-10-04T09:15:28.386,2018-10-04T09:15:28.583,0.197,0.197,-0.113  -0.099
2018-10-04T09:15:29.406,2018-10-04T09:15:29.543,0.137,0.137,-0.113  -0.099
2018-10-04T09:15:30.427,2018-10-04T09:15:30.505,0.078,0.078,-0.113  -0.099
2018-10-04T09:15:31.450,2018-10-04T09:15:31.459,0.009,0.009,-0.113  -0.099
2018-10-04T09:15:32.468,2018-10-04T09:15:33.386,0.918,0.918,-0.113  -0.099
2018-10-04T09:15:33.492,2018-10-04T09:15:33.549,0.057,0.057,-0.113  -0.099
2018-10-04T09:15:34.511,2018-10-04T09:15:34.660,0.149,0.149,-0.113  -0.099
2018-10-04T09:15:35.545,2018-10-04T09:15:35.946,0.401,0.401,-0.113  -0.099
2018-10-04T09:15:36.564,2018-10-04T09:15:36.599,0.035,0.035,-0.113  -0.099
2018-10-04T09:15:37.584,2018-10-04T09:15:37.866,0.282,0.282,-0.113  -0.099
2018-10-04T09:15:38.602,2018-10-04T09:15:38.817,0.215,0.215,-0.113  -0.099
2018-10-04T09:15:39.623,2018-10-04T09:15:39.777,0.154,0.154,-0.113  -0.099
2018-10-04T09:15:40.645,2018-10-04T09:15:40.743,0.098,0.098,-0.113  -0.099
2018-10-04T09:15:41.664,2018-10-04T09:15:41.701,0.037,0.037,-0.113  -0.099
2018-10-04T09:15:42.682,2018-10-04T09:15:42.671,-0.011,-0.011,-0.113  -0.099
2018-10-04T09:15:43.704,2018-10-04T09:15:43.942,0.238,0.238,-0.113  -0.099
2018-10-04T09:15:44.722,2018-10-04T09:15:44.905,0.183,0.183,-0.113  -0.099
2018-10-04T09:15:45.742,2018-10-04T09:15:46.184,0.442,0.442,-0.113  -0.099
2018-10-04T09:15:46.759,2018-10-04T09:15:46.762,0.003,0.003,-0.113  -0.099
2018-10-04T09:15:47.781,2018-10-04T09:15:47.789,0.008,0.008,-0.113  -0.099
