2018-10-02T19:11:03.815,2018-10-02T19:11:04.194,0.379,0.379,-0.112  -0.121
2018-10-02T19:11:04.894,2018-10-02T19:11:05.074,0.18,0.18,-0.112  -0.121
2018-10-02T19:11:05.917,2018-10-02T19:11:06.657,0.74,0.74,-0.112  -0.121
2018-10-02T19:11:06.941,2018-10-02T19:11:07.149,0.208,0.208,-0.112  -0.121
2018-10-02T19:11:07.966,2018-10-02T19:11:08.112,0.146,0.146,-0.112  -0.121
2018-10-02T19:11:08.992,2018-10-02T19:11:09.201,0.209,0.209,-0.112  -0.121
2018-10-02T19:11:10.022,2018-10-02T19:11:10.231,0.209,0.209,-0.112  -0.121
2018-10-02T19:11:11.050,2018-10-02T19:11:11.240,0.19,0.19,-0.112  -0.121
2018-10-02T19:11:12.076,2018-10-02T19:11:12.375,0.299,0.299,-0.112  -0.121
2018-10-02T19:11:13.105,2018-10-02T19:11:13.276,0.171,0.171,-0.112  -0.121
2018-10-02T19:11:14.163,2018-10-02T19:11:14.328,0.165,0.165,-0.112  -0.121
2018-10-02T19:11:15.188,2018-10-02T19:11:15.540,0.352,0.352,-0.112  -0.121
2018-10-02T19:11:16.218,2018-10-02T19:11:16.471,0.253,0.253,-0.112  -0.121
2018-10-02T19:11:17.246,2018-10-02T19:11:17.489,0.243,0.243,-0.112  -0.121
2018-10-02T19:11:18.271,2018-10-02T19:11:18.518,0.247,0.247,-0.112  -0.121
2018-10-02T19:11:19.299,2018-10-02T19:11:19.519,0.22,0.22,-0.112  -0.121
2018-10-02T19:11:20.324,2018-10-02T19:11:20.472,0.148,0.148,-0.112  -0.121
2018-10-02T19:11:21.359,2018-10-02T19:11:21.579,0.22,0.22,-0.112  -0.121
2018-10-02T19:11:22.384,2018-10-02T19:11:22.514,0.13,0.13,-0.112  -0.121
2018-10-02T19:11:23.410,2018-10-02T19:11:23.624,0.214,0.214,-0.112  -0.121
2018-10-02T19:11:25.467,2018-10-02T19:11:25.699,0.232,0.232,-0.112  -0.121
2018-10-02T19:11:24.439,2018-10-02T19:11:25.771,1.332,1.332,-0.112  -0.121
2018-10-02T19:11:26.493,2018-10-02T19:11:26.721,0.228,0.228,-0.112  -0.121
2018-10-02T19:11:27.518,2018-10-02T19:11:27.723,0.205,0.205,-0.112  -0.121
2018-10-02T19:11:28.542,2018-10-02T19:11:28.766,0.224,0.224,-0.112  -0.121
2018-10-02T19:11:29.567,2018-10-02T19:11:29.777,0.21,0.21,-0.112  -0.121
