2018-10-04T09:52:26.674,2018-10-04T09:52:27.477,0.803,0.803,-0.101  -0.121
2018-10-04T09:52:27.695,2018-10-04T09:52:31.082,3.387,3.387,-0.101  -0.121
2018-10-04T09:52:28.718,2018-10-04T09:52:31.113,2.395,2.395,-0.101  -0.121
2018-10-04T09:52:29.736,2018-10-04T09:52:31.169,1.433,1.433,-0.101  -0.121
2018-10-04T09:52:30.756,2018-10-04T09:52:31.202,0.446,0.446,-0.101  -0.121
2018-10-04T09:52:31.775,2018-10-04T09:52:31.771,-0.004,-0.004,-0.101  -0.121
2018-10-04T09:52:32.796,2018-10-04T09:52:32.813,0.017,0.017,-0.101  -0.121
2018-10-04T09:52:33.817,2018-10-04T09:52:33.833,0.016,0.016,-0.101  -0.121
2018-10-04T09:52:34.863,2018-10-04T09:52:34.845,-0.018,-0.018,-0.101  -0.121
2018-10-04T09:52:35.881,2018-10-04T09:52:35.880,-0.001,-0.001,-0.101  -0.121
2018-10-04T09:52:36.901,2018-10-04T09:52:36.895,-0.006,-0.006,-0.101  -0.121
2018-10-04T09:52:37.920,2018-10-04T09:52:37.934,0.014,0.014,-0.101  -0.121
2018-10-04T09:52:38.942,2018-10-04T09:52:38.956,0.014,0.014,-0.101  -0.121
2018-10-04T09:52:39.964,2018-10-04T09:52:39.952,-0.012,-0.012,-0.101  -0.121
2018-10-04T09:52:40.987,2018-10-04T09:52:41.029,0.042,0.042,-0.101  -0.121
2018-10-04T09:52:42.037,2018-10-04T09:52:42.175,0.138,0.138,-0.101  -0.121
2018-10-04T09:52:43.057,2018-10-04T09:52:43.038,-0.019,-0.019,-0.101  -0.121
2018-10-04T09:52:44.076,2018-10-04T09:52:44.061,-0.015,-0.015,-0.101  -0.121
2018-10-04T09:52:45.096,2018-10-04T09:52:45.084,-0.012,-0.012,-0.101  -0.121
2018-10-04T09:52:46.114,2018-10-04T09:52:46.110,-0.004,-0.004,-0.101  -0.121
2018-10-04T09:52:47.142,2018-10-04T09:52:47.135,-0.007,-0.007,-0.101  -0.121
2018-10-04T09:52:48.161,2018-10-04T09:52:48.336,0.175,0.175,-0.101  -0.121
2018-10-04T09:52:49.184,2018-10-04T09:52:49.192,0.008,0.008,-0.101  -0.121
2018-10-04T09:52:50.202,2018-10-04T09:52:50.199,-0.003,-0.003,-0.101  -0.121
2018-10-04T09:52:51.221,2018-10-04T09:52:51.220,-0.001,-0.001,-0.101  -0.121
2018-10-04T09:52:52.240,2018-10-04T09:52:52.260,0.02,0.02,-0.101  -0.121
2018-10-04T09:52:53.262,2018-10-04T09:52:53.254,-0.008,-0.008,-0.101  -0.121
2018-10-04T09:52:54.283,2018-10-04T09:52:54.277,-0.006,-0.006,-0.101  -0.121
2018-10-04T09:52:55.301,2018-10-04T09:52:55.324,0.023,0.023,-0.101  -0.121
2018-10-04T09:52:56.318,2018-10-04T09:52:56.343,0.025,0.025,-0.101  -0.121
2018-10-04T09:52:57.341,2018-10-04T09:52:57.336,-0.005,-0.005,-0.101  -0.121
2018-10-04T09:52:58.359,2018-10-04T09:52:58.380,0.021,0.021,-0.101  -0.121
